"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.937461930E-1,-2.351106167E0,9.593865395E0,3.256114423E-1,9.883115715E0
6.957453590E-1,-2.351106167E0,9.593865395E0,3.256114423E-1,9.883115715E0
6.977445250E-1,-2.351106167E0,9.593865395E0,3.256114423E-1,9.883115715E0
6.997445580E-1,-2.260126352E0,9.624990463E0,3.926490843E-1,9.894583662E0
7.017445910E-1,-2.142810583E0,9.675268173E0,3.806780577E-1,9.917024110E0
7.037446240E-1,-2.037465572E0,9.713575363E0,2.801215947E-1,9.928911340E0
7.057446240E-1,-1.984793186E0,9.737517357E0,2.298433632E-1,9.940396181E0
7.077446240E-1,-1.956062794E0,9.766247749E0,1.556231081E-1,9.961425365E0
7.097438900E-1,-1.941697598E0,9.775824547E0,7.422025502E-2,9.967067963E0
7.117438900E-1,-1.905784607E0,9.787796021E0,4.070143029E-2,9.971691056E0
7.137438900E-1,-1.838746905E0,9.799766541E0,7.182605099E-3,9.970780612E0
7.157447560E-1,-1.762132406E0,9.773430824E0,4.788403399E-3,9.931016243E0
7.177456220E-1,-1.683123827E0,9.768642426E0,2.154781483E-2,9.912605357E0
7.197455880E-1,-1.582567334E0,9.725546837E0,5.506663769E-2,9.853619283E0
7.217455540E-1,-1.474828243E0,9.677662849E0,7.422025502E-2,9.789677483E0
7.237455200E-1,-1.331176162E0,9.651326180E0,6.943184882E-2,9.742943486E0
7.257454860E-1,-1.283292055E0,9.589076996E0,5.985504389E-2,9.674751612E0
7.277454520E-1,-1.211466074E0,9.555558205E0,7.182605099E-3,9.632050365E0
7.297454180E-1,-1.187524080E0,9.543587685E0,-1.436521020E-2,9.617197393E0
7.317453840E-1,-1.194706678E0,9.524434090E0,-4.548983276E-2,9.599179033E0
7.337453840E-1,-1.292868972E0,9.534010887E0,-9.097966552E-2,9.621702088E0
7.357445170E-1,-1.292868972E0,9.534010887E0,-9.097966552E-2,9.621702088E0
7.377436830E-1,-1.292868972E0,9.534010887E0,-9.097966552E-2,9.621702088E0
7.397437160E-1,-1.302445769E0,9.541193008E0,-9.097966552E-2,9.630109361E0
7.417437490E-1,-1.300051570E0,9.574711800E0,-8.379705995E-2,9.662932375E0
7.437437820E-1,-1.307234168E0,9.596260071E0,-6.224924326E-2,9.685088718E0
7.457438150E-1,-1.338358760E0,9.629778862E0,-3.591302410E-2,9.722403759E0
7.477438480E-1,-1.309628367E0,9.644144058E0,9.576806799E-3,9.732663191E0
7.497438480E-1,-1.309628367E0,9.670479774E0,2.633621916E-2,9.758790864E0
7.517438140E-1,-1.345541358E0,9.744700432E0,-4.788403399E-3,9.837158684E0
7.537437800E-1,-1.460463047E0,9.804554939E0,-3.591302410E-2,9.912796760E0
7.557446130E-1,-1.486799240E0,9.797372818E0,-3.112462163E-2,9.909594081E0
7.577454460E-1,-1.520318031E0,9.804554939E0,1.675941236E-2,9.921741044E0
7.597454120E-1,-1.503558636E0,9.814131737E0,2.873042040E-2,9.928680464E0
7.617453780E-1,-1.520318031E0,9.811738014E0,3.351882473E-2,9.928881774E0
7.637453440E-1,-1.546654344E0,9.806949615E0,3.351882473E-2,9.928218568E0
7.657450100E-1,-1.537077546E0,9.766247749E0,4.788403399E-3,9.886466781E0
7.677450430E-1,-1.553836942E0,9.754277229E0,-2.394201700E-3,9.877263753E0
7.697450760E-1,-1.561019540E0,9.727940559E0,1.675941236E-2,9.852405311E0
7.717451090E-1,-1.544260144E0,9.677662849E0,5.027823523E-2,9.800225789E0
7.737451420E-1,-1.472434044E0,9.574711800E0,5.985504389E-2,9.687453261E0
7.757443080E-1,-1.470039845E0,9.562741280E0,6.464344263E-2,9.675288972E0
7.777434410E-1,-1.470039845E0,9.562741280E0,6.464344263E-2,9.675288972E0
7.797434740E-1,-1.465251446E0,9.553164482E0,6.464344263E-2,9.665096595E0
7.817435070E-1,-1.453280449E0,9.545981407E0,6.703764945E-2,9.656204178E0
7.837435070E-1,-1.477222443E0,9.548376083E0,7.900865376E-2,9.662293431E0
7.857435070E-1,-1.505952835E0,9.524434090E0,9.097966552E-2,9.643184949E0
7.877435070E-1,-1.527500629E0,9.517251015E0,1.005564705E-1,9.639576581E0
7.897435070E-1,-1.532289028E0,9.529222488E0,1.221042871E-1,9.652403864E0
7.917435070E-1,-1.549048543E0,9.538799286E0,1.316810995E-1,9.664656389E0
7.937435070E-1,-1.561019540E0,9.550769806E0,1.077390760E-1,9.678098656E0
7.957443730E-1,-1.561019540E0,9.565135002E0,9.816227108E-2,9.692173412E0
7.977452060E-1,-1.563413739E0,9.584288597E0,6.464344263E-2,9.711180629E0
7.997451720E-1,-1.561019540E0,9.598653793E0,1.197100803E-2,9.724766319E0
8.017451380E-1,-1.561019540E0,9.636960983E0,-1.675941236E-2,9.762585717E0
8.037451040E-1,-1.549048543E0,9.703998566E0,-7.182604820E-2,9.827120562E0
8.057450700E-1,-1.558625340E0,9.754277229E0,-8.140286058E-2,9.878353286E0
8.077450360E-1,-1.563413739E0,9.766247749E0,-7.661445439E-2,9.890891133E0
8.097450020E-1,-1.563413739E0,9.785401344E0,-4.309562966E-2,9.909601365E0
8.117450020E-1,-1.553836942E0,9.792584419E0,4.788403399E-3,9.915096660E0
8.137450020E-1,-1.517923832E0,9.699210167E0,8.858546615E-2,9.817668665E0
8.157441680E-1,-1.517923832E0,9.699210167E0,8.858546615E-2,9.817668665E0
8.177433340E-1,-1.517923832E0,9.699210167E0,8.858546615E-2,9.817668665E0
8.197433670E-1,-1.515529633E0,9.687239647E0,8.379705995E-2,9.805430332E0
8.217434000E-1,-1.503558636E0,9.651326180E0,5.746084079E-2,9.767911104E0
8.237434330E-1,-1.482010841E0,9.639355659E0,-2.394201700E-3,9.752617054E0
8.257437990E-1,-1.458068848E0,9.632172585E0,-2.873042040E-2,9.741947387E0
8.277437990E-1,-1.462857246E0,9.605836868E0,-5.746084079E-2,9.716756404E0
8.297437990E-1,-1.458068848E0,9.617807388E0,-7.900865376E-2,9.728022723E0
8.317437650E-1,-1.436521053E0,9.620202065E0,-9.816227108E-2,9.727359165E0
8.337437310E-1,-1.438915253E0,9.641749382E0,-9.097966552E-2,9.748953049E0
8.357445640E-1,-1.438915253E0,9.641749382E0,-6.464344263E-2,9.748742843E0
8.377454300E-1,-1.443703651E0,9.639355659E0,-1.675941236E-2,9.746883535E0
8.397463630E-1,-1.443703651E0,9.648932457E0,-9.576806799E-3,9.756345090E0
8.417463290E-1,-1.436521053E0,9.665691376E0,-2.394201700E-3,9.771856949E0
8.437463290E-1,-1.381454349E0,9.672874451E0,0.000000000E0,9.771024320E0
8.457463620E-1,-1.386242747E0,9.668086052E0,0.000000000E0,9.766962520E0
8.477463950E-1,-1.407790542E0,9.646537781E0,-2.633621916E-2,9.748756791E0
8.497464280E-1,-1.441309452E0,9.651326180E0,-5.267243832E-2,9.758496008E0
8.517464610E-1,-1.443703651E0,9.651326180E0,-5.985504389E-2,9.758891324E0
8.537464940E-1,-1.448492050E0,9.646537781E0,-7.182604820E-2,9.754946405E0
8.557456600E-1,-1.455674648E0,9.646537781E0,-5.506663769E-2,9.755906527E0
8.577448260E-1,-1.455674648E0,9.636960983E0,-5.506663769E-2,9.746437196E0
8.597448590E-1,-1.455674648E0,9.636960983E0,-5.506663769E-2,9.746437196E0
8.617448590E-1,-1.465251446E0,9.644144058E0,-1.675941236E-2,9.754832510E0
8.637448590E-1,-1.482010841E0,9.629778862E0,2.633621916E-2,9.743186884E0
8.657448590E-1,-1.479616642E0,9.622595787E0,4.548983276E-2,9.735793980E0
8.677448590E-1,-1.482010841E0,9.603442192E0,5.746084079E-2,9.717291794E0
8.697448590E-1,-1.465251446E0,9.586683273E0,3.830722719E-2,9.698088751E0
8.717448590E-1,-1.455674648E0,9.591471672E0,2.873042040E-2,9.701347481E0
8.737448590E-1,-1.443703651E0,9.610625267E0,1.197100803E-2,9.718463951E0
8.757456920E-1,-1.460463047E0,9.620202065E0,-1.915361360E-2,9.730447417E0
8.777465250E-1,-1.472434044E0,9.624990463E0,-3.591302410E-2,9.737032052E0
8.797464910E-1,-1.474828243E0,9.644144058E0,-3.351882473E-2,9.756318797E0
8.817464570E-1,-1.479616642E0,9.641749382E0,-3.112462163E-2,9.754668897E0
8.837464230E-1,-1.479616642E0,9.644144058E0,-3.112462163E-2,9.757035860E0
8.857463890E-1,-1.455674648E0,9.668086052E0,-2.394201700E-3,9.777058981E0
8.877463550E-1,-1.441309452E0,9.677662849E0,2.154781483E-2,9.784426170E0
8.897463210E-1,-1.446097851E0,9.682451248E0,2.633621916E-2,9.789880222E0
8.917463210E-1,-1.436521053E0,9.701604843E0,1.436521020E-2,9.807391887E0
