"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.378918769E1,-7.046344757E1,7.661685181E1,-4.249109650E1,1.124310131E2
2.379118765E1,-7.083694458E1,7.189279175E1,2.529563904E1,1.040495823E2
2.379318679E1,-6.027821732E1,6.510522461E1,2.716072273E1,9.278932381E1
2.379518595E1,-6.027821732E1,6.510522461E1,2.716072273E1,9.278932381E1
2.379718599E1,-4.575708389E1,5.735250473E1,2.895637321E1,7.887643549E1
2.379918602E1,-2.891327667E1,4.922628403E1,3.085736847E1,6.489516003E1
2.380118605E1,3.122039080E0,3.409432983E1,3.356999969E1,4.794909107E1
2.380318608E1,2.840570641E1,2.127308083E1,3.105608749E1,4.715833643E1
2.380518612E1,3.778648758E1,1.649904251E1,2.732831573E1,4.946588611E1
2.380718615E1,4.895573807E1,8.746317863E0,1.496914768E1,5.193493765E1
2.380918615E1,5.629426575E1,9.457096457E-1,1.826775908E0,5.633183676E1
2.381118612E1,6.036201477E1,-5.451896667E0,-5.449502468E0,6.085222331E1
2.381318695E1,6.078099823E1,-7.388805866E0,-7.072771072E0,6.163560893E1
2.381518778E1,5.836046219E1,-8.684068680E0,-6.613084316E0,5.937246399E1
2.381718775E1,5.280561447E1,-7.463026047E0,-4.242525578E0,5.349886635E1
2.381918772E1,4.930289841E1,-6.349722385E0,-2.975992680E0,4.979910941E1
2.382118768E1,4.030279541E1,-3.960009575E0,-2.365471363E0,4.056590253E1
2.382318765E1,3.075202370E1,-1.984793186E0,-2.683900118E0,3.093266373E1
2.382518765E1,2.620064735E1,-1.134851575E0,-3.351882458E0,2.643855000E1
2.382718768E1,1.801457214E1,5.961562395E-1,-5.554847240E0,1.886097929E1
2.382918771E1,1.134642124E1,2.700659513E0,-7.989750385E0,1.413757221E1
2.383118775E1,-1.836352706E0,1.222748756E1,-6.840533733E0,1.413069514E1
2.383318691E1,-1.836352706E0,1.222748756E1,-6.840533733E0,1.413069514E1
2.383518608E1,-1.836352706E0,1.222748756E1,-6.840533733E0,1.413069514E1
2.383718644E1,-1.836352706E0,1.222748756E1,-6.840533733E0,1.413069514E1
2.383918648E1,-3.670311213E0,1.486859131E1,-3.071760893E0,1.561992019E1
2.384118651E1,-3.552995205E0,1.539292145E1,-1.920149803E0,1.591391784E1
2.384318651E1,-2.806004286E0,1.477042866E1,-1.458068848E0,1.510513779E1
2.384518651E1,-2.217030764E0,1.248606110E1,-1.453280449E0,1.276436333E1
2.384718651E1,-2.011129379E0,9.873987198E0,-1.505952835E0,1.018862888E1
2.384918651E1,-2.753331900E0,7.704840183E0,-1.063025594E0,8.250783127E0
2.385118651E1,-3.519476414E0,6.804620743E0,-8.762778044E-1,7.710865092E0
2.385318738E1,-5.995380402E0,5.217264652E0,-8.451532125E-1,7.992416441E0
2.385518821E1,-9.119813919E0,3.928884983E0,-1.254561663E0,1.000904931E1
2.385718818E1,-1.068322754E1,3.452438831E0,-1.527500629E0,1.133066382E1
2.385918814E1,-1.369273853E1,2.889801502E0,-1.680729628E0,1.409492438E1
2.386118811E1,-1.672409821E1,2.767697096E0,-1.810016513E0,1.704792562E1
2.386318811E1,-1.795471764E1,2.841917515E0,-1.113303781E0,1.821229875E1
2.386518807E1,-1.986289597E1,3.055001259E0,-7.086837292E-1,2.010895078E1
2.386718804E1,-2.147898293E1,3.217807055E0,-6.895300746E-1,2.172962129E1
2.386918784E1,-2.194106293E1,3.208230257E0,-8.475474119E-1,2.219056828E1
2.387118784E1,-2.177586365E1,3.964797974E0,-1.125274777E0,2.216244806E1
2.387318701E1,-2.177586365E1,3.964797974E0,-1.125274777E0,2.216244806E1
2.387518617E1,-2.177586365E1,3.964797974E0,-1.125274777E0,2.216244806E1
2.387718620E1,-2.128505135E1,4.232948780E0,-9.121908545E-1,2.172103493E1
2.387918624E1,-1.885733032E1,4.956296921E0,-6.847416759E-1,1.950980926E1
2.388118627E1,-1.596752930E1,6.050446987E0,-6.416460276E-1,1.708746939E1
2.388318630E1,-1.452831554E1,6.610690117E0,-8.427590132E-1,1.598384870E1
2.388518634E1,-1.161217785E1,7.812579632E0,-1.594538331E0,1.408622119E1
2.388718634E1,-8.980949402E0,8.856451035E0,-2.518700123E0,1.286227147E1
2.388918630E1,-7.934683800E0,9.277831078E0,-2.987963676E0,1.256842406E1
2.389118627E1,-5.030517101E0,1.028100109E1,-3.617638826E0,1.200384923E1
2.389318710E1,-4.216189384E0,1.053718090E1,-3.694253206E0,1.193549082E1
2.389518793E1,-3.476380825E0,1.076941872E1,-3.655946016E0,1.189249950E1
2.389718757E1,-2.149993181E0,1.117643261E1,-3.378218651E0,1.187213030E1
2.389918753E1,-9.193734527E-1,1.156908226E1,-3.009511471E0,1.198941496E1
2.390118750E1,1.843535304E-1,1.176540661E1,-2.885013103E0,1.211536543E1
2.390318750E1,7.038952708E-1,1.194497108E1,-2.619256735E0,1.224901256E1
2.390518753E1,1.745373011E0,1.230170727E1,-2.348711967E0,1.264495063E1
2.390718756E1,2.698265314E0,1.244296551E1,-2.363077164E0,1.294960077E1
2.390918760E1,3.162740469E0,1.258422375E1,-2.667140722E0,1.324685828E1
2.391118763E1,4.850652695E0,1.269196224E1,-3.818751812E0,1.411373808E1
2.391318680E1,4.850652695E0,1.269196224E1,-3.818751812E0,1.411373808E1
2.391518596E1,4.850652695E0,1.269196224E1,-3.818751812E0,1.411373808E1
2.391718600E1,4.968267918E0,1.265604973E1,-3.907337189E0,1.414660966E1
2.391918603E1,5.095160484E0,1.250760937E1,-3.909731388E0,1.406011920E1
2.392118603E1,5.107131481E0,1.240226364E1,-3.835511208E0,1.395027174E1
2.392318600E1,4.927566528E0,1.211735439E1,-3.466804028E0,1.353255037E1
2.392518600E1,4.711789131E0,1.173667622E1,-3.002328873E0,1.299863470E1
2.392718600E1,4.563348293E0,1.151640987E1,-2.834734917E0,1.270777581E1
2.392918616E1,4.134786129E0,1.093461800E1,-2.631227732E0,1.198272450E1
2.393118616E1,3.960009575E0,1.054436398E1,-2.346317768E0,1.150523770E1
2.393318699E1,3.833117008E0,1.043901825E1,-2.396595955E0,1.137583229E1
2.393518783E1,3.485957623E0,1.036958694E1,-2.616862535E0,1.124847561E1
2.393718779E1,2.616862535E0,9.945813179E0,-2.784456491E0,1.065459372E1
2.393918776E1,2.094926596E0,9.754277229E0,-2.712630510E0,1.033890739E1
2.394118773E1,1.604115129E0,9.526827812E0,-2.791639090E0,1.005618627E1
2.394318769E1,7.924807668E-1,9.342473984E0,-2.997540474E0,9.843530606E0
2.394518766E1,7.182604820E-2,9.150938034E0,-3.155557871E0,9.679998521E0
2.394718762E1,-1.747767180E-1,9.095871925E0,-3.263296843E0,9.665119723E0
2.394918762E1,-5.243301988E-1,8.945036888E0,-3.552995205E0,9.639106910E0
2.395118766E1,-1.465251446E0,8.363245964E0,-4.824316502E0,9.765494077E0
2.395318682E1,-1.465251446E0,8.363245964E0,-4.824316502E0,9.765494077E0
2.395518596E1,-1.465251446E0,8.363245964E0,-4.824316502E0,9.765494077E0
2.395718599E1,-1.613691926E0,8.300996780E0,-5.030517101E0,9.839545289E0
2.395918602E1,-1.766920805E0,8.272266388E0,-5.193322659E0,9.925875304E0
2.396118605E1,-2.087743998E0,8.265083313E0,-5.430348873E0,1.010737187E1
2.396318609E1,-2.422932148E0,8.430283546E0,-5.475838661E0,1.034045888E1
2.396518609E1,-2.597708941E0,8.523657799E0,-5.389647484E0,1.041389140E1
2.396718605E1,-2.947262287E0,8.734347343E0,-5.083189487E0,1.052682259E1
2.396918602E1,-3.169923067E0,8.976161003E0,-4.718971729E0,1.062490342E1
2.397118598E1,-3.272873640E0,9.182063103E0,-4.369418144E0,1.068240608E1
2.397318682E1,-3.272873640E0,9.265859604E0,-4.209006786E0,1.069035052E1
2.397518765E1,-3.134010077E0,9.416694641E0,-3.957615376E0,1.068451574E1
2.397718762E1,-2.896984100E0,9.466972351E0,-3.818751812E0,1.061126514E1
2.397918758E1,-2.755726099E0,9.488520622E0,-3.773261786E0,1.057655683E1
2.398118758E1,-2.506729126E0,9.481337547E0,-3.713406801E0,1.048660301E1
2.398318762E1,-2.296039343E0,9.423876762E0,-3.612850428E0,1.035055255E1
2.398518765E1,-2.197877169E0,9.392752647E0,-3.562572241E0,1.028330624E1
2.398718768E1,-2.149993181E0,9.261071205E0,-3.440467834E0,1.011072349E1
2.398918772E1,-2.130839586E0,9.091083527E0,-3.280056238E0,9.896819992E0
2.399118775E1,-2.202665567E0,8.743924141E0,-3.330334663E0,9.612443704E0
2.399318691E1,-2.202665567E0,8.743924141E0,-3.330334663E0,9.612443704E0
2.399518605E1,-2.202665567E0,8.743924141E0,-3.330334663E0,9.612443704E0
2.399718608E1,-2.219424963E0,8.655338287E0,-3.349488258E0,9.542525852E0
2.399918608E1,-2.264914751E0,8.564358711E0,-3.450044632E0,9.506886290E0
2.400118608E1,-2.432508945E0,8.514080048E0,-3.557783842E0,9.542771332E0
2.400318608E1,-2.516305923E0,8.511686325E0,-3.584120035E0,9.572174049E0
2.400518608E1,-2.700659513E0,8.564358711E0,-3.643975019E0,9.691251513E0
2.400718608E1,-2.906560898E0,8.602665901E0,-3.675099611E0,9.795933545E0
2.400918608E1,-3.062183857E0,8.614637375E0,-3.766079187E0,9.887987638E0
2.401118605E1,-3.213018656E0,8.619425774E0,-3.857059002E0,9.974712712E0
2.401318688E1,-3.265691042E0,8.621819496E0,-3.926490784E0,1.002087019E1
2.401518775E1,-3.258508444E0,8.564358711E0,-4.091690540E0,1.003534000E1
2.401718771E1,-3.268085241E0,8.516474724E0,-4.173093796E0,1.003122299E1
2.401918768E1,-3.198653460E0,8.387187958E0,-4.446032524E0,1.001716083E1
2.402118764E1,-3.174711466E0,8.166921616E0,-4.814739704E0,9.997955790E0
2.402318761E1,-3.167528868E0,8.025663376E0,-5.011363506E0,9.977889353E0
2.402518758E1,-3.117250681E0,7.764695168E0,-5.475838661E0,9.999627588E0
2.402718758E1,-3.234566450E0,7.482179642E0,-5.897218227E0,1.006094504E1
2.402918761E1,-3.284844637E0,7.362469673E0,-6.086359978E0,1.010148216E1
2.403118764E1,-4.276044369E0,6.988974094E0,-6.064812183E0,1.019373637E1
2.403318681E1,-4.276044369E0,6.988974094E0,-6.064812183E0,1.019373637E1
2.403518597E1,-4.276044369E0,6.988974094E0,-6.064812183E0,1.019373637E1
2.403718601E1,-4.472368717E0,7.060800076E0,-5.839757442E0,1.019606525E1
2.403918604E1,-5.047276497E0,7.407959461E0,-5.363311291E0,1.044595479E1
2.404118607E1,-5.504569054E0,7.709628582E0,-5.073612690E0,1.074617137E1
2.404318607E1,-5.748777390E0,7.858069420E0,-4.874594688E0,1.088849713E1
2.404518604E1,-6.129455566E0,8.152556419E0,-4.247313976E0,1.104871385E1
2.404718600E1,-6.373664379E0,8.420706749E0,-3.335123062E0,1.107496933E1
2.404918597E1,-6.483797550E0,8.569147110E0,-2.880224705E0,1.112499920E1
2.405118594E1,-6.577171326E0,8.820538521E0,-2.231395960E0,1.122676313E1
2.405318677E1,-6.605901718E0,8.992920876E0,-1.905784607E0,1.132000788E1
2.405518764E1,-6.541258335E0,9.086295128E0,-1.826775908E0,1.134398210E1
2.405718760E1,-6.330568790E0,9.265859604E0,-1.747767210E0,1.135724199E1
2.405918760E1,-6.091148376E0,9.505280495E0,-1.580173135E0,1.139953477E1
2.406118727E1,-5.808632374E0,9.627384186E0,-1.388636947E0,1.132938873E1
2.406318727E1,-5.684134007E0,9.991303444E0,-1.302445769E0,1.156857333E1
2.406518727E1,-5.506963253E0,1.037676907E1,-1.240196466E0,1.181279255E1
2.406718727E1,-5.382464886E0,1.054436398E1,-1.197100878E0,1.189905838E1
2.406918727E1,-5.111919880E0,1.089631081E1,-1.108515382E0,1.208677461E1
2.407118727E1,-3.883395195E0,1.191863537E1,-1.151610970E0,1.258812278E1
2.407318640E1,-3.883395195E0,1.191863537E1,-1.151610970E0,1.258812278E1
2.407518553E1,-3.883395195E0,1.191863537E1,-1.151610970E0,1.258812278E1
2.407718557E1,-3.665522814E0,1.207904720E1,-1.204283476E0,1.268028933E1
2.407918560E1,-3.258508444E0,1.241662884E1,-1.438915253E0,1.291746980E1
2.408118563E1,-3.088520288E0,1.255070496E1,-1.577778935E0,1.302108056E1
2.408318567E1,-2.722207308E0,1.280209541E1,-1.752555609E0,1.320513199E1
2.408518570E1,-2.477998734E0,1.304869843E1,-1.948880196E0,1.342412538E1
2.408718573E1,-2.413355350E0,1.318037987E1,-2.020706177E0,1.355101291E1
2.408918573E1,-2.324769735E0,1.343655968E1,-2.190694571E0,1.381104026E1
2.409118616E1,-2.336740971E0,1.367837334E1,-2.367865562E0,1.407711060E1
2.409318700E1,-2.382230759E0,1.382202530E1,-2.451662540E0,1.423847098E1
2.409518783E1,-2.504334927E0,1.411172390E1,-2.659958124E0,1.457696203E1
2.409718780E1,-2.638410330E0,1.435353851E1,-2.999934673E0,1.489915719E1
2.409918776E1,-2.726995707E0,1.448043156E1,-3.172317266E0,1.507259103E1
2.410118773E1,-2.885013103E0,1.479676533E1,-3.416525841E0,1.545769108E1
2.410318769E1,-3.055001259E0,1.517744350E1,-3.481169224E0,1.586840771E1
2.410518769E1,-3.296815634E0,1.545277596E1,-3.414131641E0,1.616519635E1
2.410718773E1,-3.459621429E0,1.610878754E1,-3.296815634E0,1.680270840E1
2.410918776E1,-3.792415380E0,1.681747055E1,-3.351882458E0,1.756259793E1
2.411118779E1,-4.036623955E0,1.860593987E1,-3.663128614E0,1.938798191E1
2.411318696E1,-4.019864559E0,1.860593987E1,-3.663128614E0,1.938449949E1
2.411518612E1,-4.019864559E0,1.885014915E1,-3.900154591E0,1.966465459E1
2.411718616E1,-3.983951569E0,1.903450203E1,-4.170699596E0,1.988916471E1
2.411918699E1,-3.952826977E0,1.915900040E1,-4.407725334E0,2.005293445E1
2.412118736E1,-3.907337189E0,1.930504608E1,-4.678270340E0,2.024446348E1
2.412318736E1,-3.940855980E0,1.933617210E1,-4.635174274E0,2.027073600E1
2.412518736E1,-3.981557369E0,1.933377647E1,-4.489128113E0,2.024351706E1
2.412718736E1,-4.070142746E0,1.935293007E1,-4.082113743E0,2.019320720E1
2.412918736E1,-4.129997730E0,1.946067047E1,-3.581725836E0,2.021393916E1
2.413118736E1,-4.170699596E0,1.966657066E1,-3.169923067E0,2.035232540E1
2.413318822E1,-4.139574528E0,1.977670479E1,-3.040636063E0,2.043280689E1
2.413518909E1,-3.983951569E0,2.006161499E1,-2.980781078E0,2.066942965E1
2.413718906E1,-3.596091032E0,2.025315094E1,-2.987963676E0,2.078581056E1
2.413918906E1,-3.332728863E0,2.061467552E1,-3.160346270E0,2.112012588E1
2.414118906E1,-2.715024710E0,2.085648918E1,-3.531447411E0,2.132687556E1
2.414318906E1,-2.080561161E0,2.121322632E1,-3.715801001E0,2.163647112E1
2.414518906E1,-1.769315004E0,2.143349266E1,-3.718195200E0,2.182544521E1
2.414718906E1,-1.154005170E0,2.182135201E1,-3.629609823E0,2.215123470E1
2.414918906E1,-6.320692301E-1,2.225709724E1,-3.404554844E0,2.252485034E1
2.415118862E1,8.667010069E-1,2.321477890E1,-2.954444885E0,2.341806727E1
2.415318779E1,8.667010069E-1,2.321477890E1,-2.954444885E0,2.341806727E1
2.415518692E1,8.667010069E-1,2.321477890E1,-2.954444885E0,2.341806727E1
2.415718692E1,1.177947283E0,2.333688164E1,-2.913743496E0,2.354755838E1
2.415918692E1,1.936909199E0,2.354517746E1,-2.865859509E0,2.379790221E1
2.416118692E1,3.016694069E0,2.376783943E1,-2.846705914E0,2.412704642E1
2.416318692E1,3.579331636E0,2.388276100E1,-2.822763920E0,2.431390310E1
2.416518692E1,4.709394932E0,2.398571205E1,-2.822763920E0,2.460611264E1
2.416718689E1,5.796661377E0,2.391627884E1,-2.966415882E0,2.478687757E1
2.416918685E1,6.318597794E0,2.387078857E1,-3.004723072E0,2.487503942E1
2.417118642E1,7.237970829E0,2.369361877E1,-3.057395458E0,2.496244097E1
2.417318725E1,8.224382401E0,2.344940948E1,-3.081337690E0,2.504016599E1
2.417518808E1,9.251494408E0,2.316449928E1,-3.019088268E0,2.512566556E1
2.417718775E1,9.802161217E0,2.303760719E1,-2.954444885E0,2.520996736E1
2.417918692E1,1.083166790E1,2.277424431E1,-2.851494312E0,2.537956369E1
2.418118688E1,1.185638618E1,2.252524757E1,-2.810792685E0,2.560978772E1
2.418318688E1,1.241902351E1,2.240793228E1,-2.817975283E0,2.577379597E1
2.418518688E1,1.355866337E1,2.221160698E1,-2.789244890E0,2.617198357E1
2.418718692E1,1.491168690E1,2.209189796E1,-2.717418909E0,2.679169139E1
2.418918695E1,1.568501377E1,2.202725410E1,-2.691082716E0,2.717464823E1
2.419118698E1,1.957080269E1,2.236962509E1,-3.651157618E0,2.994574088E1
2.419318615E1,1.957080269E1,2.236962509E1,-3.651157618E0,2.994574088E1
2.419518531E1,2.038483238E1,2.251567078E1,-3.823540211E0,3.061235505E1
2.419718515E1,2.038483238E1,2.251567078E1,-3.823540211E0,3.061235505E1
2.419918515E1,2.181656456E1,2.250609398E1,-4.335899353E0,3.164311582E1
2.420118511E1,2.279100418E1,2.227864456E1,-5.097554684E0,3.227619771E1
2.420318508E1,2.333448792E1,2.204401398E1,-5.466261864E0,3.256250754E1
2.420518504E1,2.423710251E1,2.148616409E1,-5.899612427E0,3.292260336E1
2.420718501E1,2.495805550E1,2.059312820E1,-6.107907772E0,3.292852868E1
2.420918498E1,2.523817825E1,2.001851845E1,-6.146214962E0,3.279455261E1
2.421118494E1,2.520465851E1,1.853890228E1,-5.937919617E0,3.184689306E1
2.421318578E1,2.411021042E1,1.673846245E1,-5.542876244E0,2.986974805E1
2.421518664E1,2.311661530E1,1.568262005E1,-5.348946095E0,2.844175977E1
2.421718667E1,2.048060036E1,1.335036755E1,-4.635174274E0,2.488316992E1
2.421918671E1,1.747827148E1,1.113812542E1,-4.326322556E0,2.117226674E1
2.422118674E1,1.596034718E1,1.006791782E1,-4.187458992E0,1.932952312E1
2.422318677E1,1.312531281E1,8.119037628E0,-3.809175014E0,1.589661670E1
2.422518681E1,1.016129112E1,6.490980148E0,-3.622427225E0,1.258994200E1
2.422718684E1,8.731952667E0,5.813420773E0,-3.632004023E0,1.110109507E1
2.422918687E1,5.997774601E0,4.752490520E0,-3.718195200E0,8.507904669E0
2.423118731E1,-1.177947283E0,3.411737442E0,-4.383783340E0,5.678474139E0
2.423318644E1,-1.177947283E0,3.327940464E0,-4.383783340E0,5.628525909E0
2.423518557E1,-1.177947283E0,3.327940464E0,-4.383783340E0,5.628525909E0
2.423718587E1,-2.140416384E0,3.193865061E0,-4.517858505E0,5.932385843E0
2.423918587E1,-3.610456228E0,3.047818661E0,-4.985027313E0,6.868412486E0
2.424118587E1,-4.060565948E0,2.837129116E0,-5.794267178E0,7.623059069E0
2.424318587E1,-4.505887508E0,2.568978310E0,-6.919542313E0,8.647701291E0
2.424518587E1,-5.257966042E0,2.545036316E0,-7.338527679E0,9.379627138E0
2.424718584E1,-5.614702225E0,2.679111719E0,-7.939472198E0,1.008651275E1
2.424918580E1,-6.045658588E0,3.078943491E0,-8.937853813E0,1.122119029E1
2.425118577E1,-6.294655323E0,3.852270603E0,-9.466972351E0,1.200359279E1
2.425318660E1,-6.301837921E0,4.410119534E0,-9.500492096E0,1.222381551E1
2.425518744E1,-6.356904984E0,5.777507782E0,-8.937853813E0,1.239657485E1
2.425718760E1,-6.522104740E0,7.096713066E0,-7.355287075E0,1.212441481E1
2.425918757E1,-6.711246490E0,7.673715591E0,-6.309020519E0,1.198876475E1
2.426118757E1,-7.146991253E0,8.813355446E0,-3.967192173E0,1.202053792E1
2.426318757E1,-7.477391243E0,1.010143661E1,-1.663970232E0,1.267750758E1
2.426518760E1,-7.570765018E0,1.095137787E1,-7.781155705E-1,1.333621476E1
2.426718763E1,-7.611466408E0,1.285716248E1,3.327940404E-1,1.494495901E1
2.426918767E1,-7.992144585E0,1.479437065E1,5.003881454E-1,1.682254934E1
2.427118770E1,-7.731176376E0,1.878071594E1,-1.292868972E0,2.035086951E1
2.427318687E1,-7.731176376E0,1.878071594E1,-1.292868972E0,2.035086951E1
2.427518603E1,-7.503727436E0,1.947264099E1,-1.869871497E0,2.095199494E1
2.427718603E1,-7.192481041E0,2.017174721E1,-2.477998734E0,2.155856319E1
2.427918600E1,-6.804620743E0,2.082297134E1,-2.928108692E0,2.210142121E1
2.428118596E1,-6.014533997E0,2.228104019E1,-3.502717018E0,2.334284468E1
2.428318593E1,-5.152621269E0,2.402162361E1,-4.022258759E0,2.489510941E1
2.428518590E1,-4.671087742E0,2.511367989E1,-4.232948780E0,2.589273708E1
2.428718586E1,-3.713406801E0,2.740971947E1,-4.781220913E0,2.807030788E1
2.428918583E1,-2.952050686E0,2.967223930E1,-5.540482044E0,3.032908389E1
2.429118579E1,-2.485181332E0,3.104411697E1,-5.997774601E0,3.171571574E1
2.429318666E1,-1.312022567E0,3.341916656E1,-7.058405876E0,3.418162066E1
2.429518753E1,-3.471592367E-1,3.564128494E1,-8.344092369E0,3.660663313E1
2.429718753E1,-2.513911724E-1,3.641700363E1,-9.045593262E0,3.752444681E1
2.429918752E1,2.633621991E-1,3.754227829E1,-1.028578949E1,3.892671941E1
2.430118753E1,9.481038451E-1,3.835391235E1,-1.139191055E1,4.002120837E1
2.430318753E1,1.235408068E0,3.874656296E1,-1.215087318E1,4.062592883E1
2.430518752E1,1.235408068E0,3.915357590E1,-1.355626965E1,4.145239662E1
2.430718752E1,1.412579060E0,3.911048126E1,-1.392976475E1,4.154110579E1
2.430918753E1,9.648633003E-1,3.864839935E1,-1.351556778E1,4.095485693E1
2.431118756E1,5.267243832E-2,3.463571930E1,-1.002721596E1,3.605802110E1
2.431318672E1,-1.268926859E-1,3.347662735E1,-9.143755913E0,3.470315479E1
2.431518589E1,-1.268926859E-1,3.347662735E1,-9.143755913E0,3.470315479E1
2.431718592E1,-1.268926859E-1,3.347662735E1,-9.143755913E0,3.470315479E1
2.431918596E1,-5.027823448E-1,3.129790306E1,-7.273883820E0,3.213597535E1
2.432118559E1,-1.046266198E0,2.942084885E1,-5.765536785E0,2.999870721E1
2.432318562E1,-1.268926859E0,2.870498276E1,-5.195716858E0,2.919900142E1
2.432518549E1,-1.580173135E0,2.792447281E1,-4.218583584E0,2.828550117E1
2.432718545E1,-2.039859772E0,2.859245491E1,-3.950432777E0,2.893605752E1
2.432918542E1,-2.284068346E0,2.891088295E1,-4.374206543E0,2.932899255E1
2.433118539E1,-2.619256735E0,2.903298759E1,-5.387253284E0,2.964451674E1
2.433318622E1,-2.446874142E0,2.846556091E1,-5.547664642E0,2.910415665E1
2.433518705E1,-1.807622313E0,2.790052986E1,-5.279513836E0,2.845312516E1
2.433718702E1,-1.082179189E0,2.620783043E1,-3.775655985E0,2.650051067E1
2.433918702E1,1.103726983E0,2.345898628E1,-1.007958889E0,2.350655721E1
2.434118702E1,3.201047659E0,2.116773605E1,3.411737442E0,2.167855411E1
2.434318705E1,3.694253206E0,2.029624557E1,4.958691120E0,2.121729740E1
2.434518708E1,3.014299870E0,2.009513283E1,6.273107529E0,2.126622310E1
2.434718712E1,-2.394201607E-2,2.281015778E1,5.535693645E0,2.347227673E1
2.434918715E1,-2.082955360E0,2.474018478E1,4.491522312E0,2.523071975E1
2.435118718E1,-1.073111153E1,3.235853195E1,2.082955539E-1,3.409215059E1
2.435318635E1,-1.073111153E1,3.235853195E1,2.082955539E-1,3.409215059E1
2.435518552E1,-1.073111153E1,3.235853195E1,2.082955539E-1,3.409215059E1
2.435718552E1,-1.089631081E1,3.228431320E1,1.795651317E-1,3.407401813E1
2.435918552E1,-1.042704773E1,3.111594391E1,-1.101332754E-1,3.281672468E1
2.436118552E1,-9.354445457E0,3.021572304E1,-8.427590132E-1,3.164183641E1
2.436318552E1,-8.684068680E0,2.810164261E1,-1.359906554E0,2.944426450E1
2.436518552E1,-7.079953671E0,2.592052460E1,-2.343923569E0,2.697208403E1
2.436718552E1,-6.124667168E0,2.491496086E1,-2.688688517E0,2.579720660E1
2.436918552E1,-4.012681961E0,2.288437843E1,-2.813186884E0,2.340321374E1
2.437118548E1,-6.919242740E-1,1.961868668E1,-1.695094824E0,1.970393292E1
2.437318631E1,3.208230138E-1,1.848383522E1,-1.151610970E0,1.852245393E1
2.437518715E1,1.235408068E0,1.733701324E1,-6.584054828E-1,1.739344012E1
2.437718711E1,2.683900118E0,1.514631844E1,9.097966552E-2,1.538254073E1
2.437918708E1,3.596091032E0,1.325699425E1,4.740519226E-1,1.374425307E1
2.438118745E1,3.847482204E0,1.245972538E1,5.841852427E-1,1.305331943E1
2.438318741E1,3.998316765E0,1.116446209E1,5.793967843E-1,1.187297146E1
2.438518751E1,3.801992416E0,1.021875191E1,5.937620401E-1,1.091927609E1
2.438718751E1,3.541024208E0,9.878775597E0,6.631938815E-1,1.051517408E1
2.438918754E1,3.052607059E0,9.375992775E0,8.906430602E-1,9.900550259E0
2.439118758E1,1.661576033E0,9.031228065E0,1.738190413E0,9.345866530E0
2.439318674E1,1.388636947E0,9.007286072E0,1.877054095E0,9.304990437E0
2.439518591E1,1.388636947E0,9.007286072E0,1.877054095E0,9.304990437E0
2.439718594E1,1.067813993E0,8.921094894E0,2.059013367E0,9.217683922E0
2.439918598E1,8.188169599E-1,8.854057312E0,2.264914751E0,9.175763234E0
2.440118601E1,4.692635238E-1,8.609848976E0,2.456450939E0,8.965704594E0
2.440318601E1,3.591302633E-1,8.147768021E0,2.736572504E0,8.602553536E0
2.440518597E1,2.681505978E-1,7.525275230E0,2.877830505E0,8.061239387E0
2.440718594E1,2.896983922E-1,7.149385452E0,3.002328873E0,7.759614434E0
2.440918591E1,3.327940404E-1,6.385635376E0,3.179499865E0,7.141170101E0
2.441118587E1,5.913678408E-1,5.269937038E0,3.107673883E0,6.146510333E0
2.441318670E1,6.703764796E-1,4.683058739E0,3.023876667E0,5.614648152E0
2.441518754E1,9.600749016E-1,3.548206806E0,2.820369720E0,4.633141560E0
2.441718754E1,1.223437071E0,2.437297344E0,2.497152328E0,3.697700145E0
2.441918754E1,1.331176162E0,1.912967205E0,2.305616140E0,3.278313482E0
2.442118757E1,1.498770237E0,8.595184088E-1,1.805228114E0,2.498786238E0
2.442318760E1,1.474828243E0,-4.309562966E-2,1.441309452E0,2.062607213E0
2.442518764E1,1.438915253E0,-4.548983276E-1,1.271321058E0,1.973237651E0
2.442718767E1,1.321599364E0,-1.283292055E0,9.552865028E-1,2.075098957E0
2.442918770E1,1.120486379E0,-2.111685991E0,6.512228847E-1,2.477659923E0
2.443118774E1,9.337386489E-1,-4.472368717E0,3.519476354E-1,4.582337498E0
2.443318690E1,9.337386489E-1,-4.472368717E0,3.519476354E-1,4.582337498E0
2.443518607E1,9.337386489E-1,-4.472368717E0,3.519476354E-1,4.582337498E0
2.443718607E1,9.481038451E-1,-4.893748283E0,3.639186621E-1,4.998010600E0
2.443918607E1,9.720458984E-1,-5.317821026E0,3.711012602E-1,5.418653877E0
2.444118607E1,1.019929886E0,-6.177339554E0,4.165911078E-1,6.274817056E0
2.444318607E1,1.175553083E0,-7.027281284E0,4.860229492E-1,7.141486232E0
2.444518607E1,1.249773264E0,-7.439084053E0,5.506663918E-1,7.563407845E0
2.444718607E1,1.434126854E0,-8.241141319E0,7.015010715E-1,8.394357261E0
2.444918603E1,1.719036818E0,-9.004891396E0,7.326257229E-1,9.196732957E0
2.445118600E1,1.869871497E0,-9.349657059E0,7.038952708E-1,9.560751805E0
2.445318683E1,2.188300371E0,-9.885957718E0,6.440402865E-1,1.014571862E1
